signal coef
nr.4096 0.002820088165325997
dbook.4096 -0.0051841792034474175
price.osci.4096 0.0001623915830835217
kdj.k.4096 5.2366555117199264e-05
total.trade.imb.range.4096 -4.884015390644921e-05
range.pos.range.4096 -6.521130678015898e-05
ma.dif.10.range.4096 0.0008604275043240709
price.osci.trend.index.4096 0.0005487355099245749
